OBJECTID,UNITID,AGENCY,FIRENAME,FIRENUM,STARTDATE,PERIMDATE,ACRES,YEAR,CAUSE,SHAPEAREA,SHAPELEN
892,WANES,WA DNR - NE REGION,Rogers Bar,200055,2021/04/22 14:46:00+00,2021/10/26 03:44:07+00,125.42685516,2021,Human,5463593.9378465,12818.6731622407
893,WANES,WA DNR - NE REGION,NAFF FIELD,001295,2021/04/15 04:06:00+00,2021/12/17 06:26:52+00,19.47306318,2021,Human,848246.8085445,4881.15627998491
894,WASPD,SPOKANE BLM,BABCOCK BENCH,000189,2021/06/10 02:09:00+00,2021/06/11 08:46:47+00,0.1193102,2021,Human,5197.1669105,420.071971406368
895,WASPD,SPOKANE BLM,HIAWATHA LAKE,000193,2021/06/11 05:53:00+00,2021/11/19 07:09:49+00,0.14940838,2021,Human,6508.252955,497.68409585863
896,WANES,WA DNR - NE REGION,RIDGETOP WAY,001063,2021/02/25 06:32:09+00,2021/06/11 06:56:21+00,21.44779046,2021,Human,934265.9350485,7286.95261129327
897,WASPD,SPOKANE BLM,WANAPUM DAM,000222,2021/06/19 08:39:00+00,2021/06/19 10:57:51+00,1.71393911,2021,Undetermined,74659.1598095,1329.94002020586
898,WASPD,SPOKANE BLM, MCBEE,000228,2021/06/20 07:16:00+00,2021/06/20 23:26:09+00,7.49977598,2021,Undetermined,326690.195699,2503.04487076716
899,WAGNRN,UNKNOWN,MONUMENT HILL,000231,2021/06/21 03:02:00+00,2021/06/21 04:57:05+00,4.06855083,2021,Undetermined,177226.044189,1913.52571781685
900,WASPD,SPOKANE BLM,FRENCHMAN COULEE,000232,2021/06/21 03:31:00+00,2021/06/21 21:19:03+00,0.01046788,2021,Undetermined,455.9808115,80.2325287649134
901,WASES,WA DNR - SE REGION,PINE DROP,000229,2021/06/20 11:09:44+00,2021/06/21 21:23:58+00,0.13260925,2021,Undetermined,5776.4603855,357.534806574578
902,WASPD,SPOKANE BLM,MISSION CREEK,000233,2021/06/21 05:46:00+00,2021/11/19 07:02:57+00,15.77755576,2021,Undetermined,687270.309759,4885.71072638466
903,WASES,WA DNR - SE REGION,BOYD LOOP,000175,2021/06/07 00:05:39+00,2021/06/22 22:32:24+00,0.3208102,2021,Undetermined,13974.51929,663.768977915882
904,WASES,WA DNR - SE REGION,GREENS CANYON,000177,2021/06/07 04:38:00+00,2021/06/22 22:33:52+00,5.62062909,2021,Undetermined,244834.592553,3026.01298647462
905,WASES,WA DNR - SE REGION,MOUNTAIN SPRINGS ,000149,2021/05/30 06:12:00+00,2021/06/23 21:21:45+00,3.10846658,2021,Undetermined,135404.8228925,2366.83954766033
906,WAMCR,MID-COLUMBIA NWR,ELTOPIA,000256,2021/06/27 05:43:00+00,2021/06/27 09:31:30+00,0.40759279,2021,Undetermined,17754.756499,742.479621783516
907,WASPD,SPOKANE BLM,ELTOPIA WEST,000258,2021/06/27 06:47:00+00,2021/10/20 05:51:24+00,6.6696134,2021,Undetermined,290528.4422495,2994.76850351999
908,WAWWLN,UNKNOWN,HAIR ROAD,000008,2021/06/22 03:25:00+00,2021/06/29 02:33:15+00,7748.02014737,2021,,337503760.938597,92790.3292811511
909,WASPD,SPOKANE BLM,LENORE NORTH,000269,2021/06/29 03:04:00+00,2021/06/29 06:46:54+00,13.05080825,2021,Undetermined,568493.2696975,4055.85518730625
910,WASES,WA DNR - SE REGION,KOFFMAN ROAD,000262,2021/06/28 03:03:37+00,2021/07/01 00:59:49+00,315.87804742,2021,Undetermined,13759647.788583,21731.8927413808
911,WAWFS,WA FIRE SERVICE,LIND,000263,2021/06/28 04:57:00+00,2021/07/01 01:19:56+00,1763.28511723,2021,Undetermined,76808699.811156,117553.263171998
912,WANES,WA DNR - NE REGION,JACKKNIFE,001799,2021/06/26 03:22:00+00,2021/12/17 05:29:04+00,46.72677748,2021,Human,2035418.591003,6855.92017983543
913,WASPD,SPOKANE BLM,SOUTH BEVERLY,000280,2021/07/01 03:45:00+00,2021/10/20 03:11:43+00,5.42813931,2021,Undetermined,236449.7502325,2554.05094925085
914,WASPD,SPOKANE BLM,WANAPUM VILLAGE ,000278,2021/07/01 02:05:00+00,2021/07/03 04:52:48+00,28.80178601,2021,Undetermined,1254605.9025495,5143.62676061817
915,WASPD,SPOKANE BLM,VILLAGE,000279,2021/07/01 03:33:00+00,2021/10/20 02:35:20+00,1.84277631,2021,Undetermined,80271.37232,1302.44209302846
916,WACOF,COLVILLE NF,GIBRALTAR TRAIL ,001741,2021/06/18 03:10:13+00,2021/10/20 04:29:15+00,0.12743919,2021,Natural,5551.2136545,495.925361953474
917,WANES,WA DNR - NE REGION,RIVERSIDE,001643,2021/06/05 04:15:20+00,2021/12/18 02:53:48+00,75.09865925,2021,Human,3271297.5197895,9236.46281056751
918,WASPD,SPOKANE BLM,BARREL,000288,2021/07/02 05:22:00+00,2021/10/20 04:42:27+00,0.44900551,2021,Undetermined,19558.707726,773.001844537347
919,WAKTTN,UNKNOWN,VANTAGE HWY,000220,2021/06/19 02:51:23+00,2021/07/03 01:51:55+00,204.13577069,2021,Undetermined,8892154.855234,21485.6812608183
920,WASPD,SPOKANE BLM,SOUTH BANKS,001917,2021/07/05 12:05:00+00,2021/10/16 03:17:17+00,5.81105191,2021,Undetermined,253129.4573345,3603.56089360753
921,WAWFS,WA FIRE SERVICE,BATTERMAN RD,000297,2021/07/05 02:31:00+00,2021/07/09 07:32:06+00,14123.53739904,2021,Undetermined,615221287.106311,244970.956804961
922,WAMCR,MID-COLUMBIA NWR,WALLULA,000306,2021/07/05 14:01:00+00,2021/07/06 00:04:00+00,5.82161567,2021,Human,253589.611506,2144.05379254845
923,WANES,WA DNR - NE REGION,ANDRUS,001931,2021/07/06 01:16:00+00,2021/12/21 00:48:31+00,232.38074833,2021,Human,10122504.2562,23457.4427649145
924,WASPD,SPOKANE BLM,RYE GRASS COULEE,000310,2021/07/06 13:13:00+00,2021/10/20 22:11:44+00,7.11435719,2021,Undetermined,309901.438174,3021.81687417361
925,WASPD,SPOKANE BLM,100 ACRE RD,000315,2021/07/07 08:56:00+00,2021/10/20 00:47:39+00,1.69558644,2021,Human,73859.768575,1961.66565018612
926,ORUMF,UMATILLA NF,Lick Creek ,000658,2021/07/07 22:18:00+00,2021/08/30 02:17:31+00,80426.06307434,2021,Natural,3503359308.68608,298568.186620718
927,WAWFS,WA FIRE SERVICE,SILCOTT,000678,2021/07/07 21:30:00+00,2021/07/09 23:42:59+00,8634.74211161,2021,Natural,376129365.205647,107664.933610882
928,MEMES,UNKNOWN,Green Ridge Fire,21002805,2021/04/28 21:23:00+00,2021/07/17 21:08:03+00,3.95514196,2021,Human,172286.03121,1872.33829920125
929,WAMCR,MID-COLUMBIA NWR,BURBANK,000346,2021/07/11 06:44:00+00,2021/07/17 04:51:48+00,7859.13296573,2021,Undetermined,342343826.56987,129388.01878567
930,WASPD,SPOKANE BLM,NEVA LAKE,000350,2021/07/12 02:47:00+00,2021/11/19 06:43:10+00,25.37804758,2021,Undetermined,1105467.799076,4775.76711756248
931,WASPD,SPOKANE BLM,FISHTRAP ROAD,002021,2021/07/12 09:36:00+00,2021/11/19 06:38:21+00,69.8786361,2021,Human,3043913.3351845,8610.17738334178
932,WASPA,SPOKANE AGENCY,ROCK CHURCH,001368,2021/04/19 03:11:00+00,2021/07/14 08:43:38+00,10.5843351,2021,Human,461053.6473105,3180.0661663264
933,WASPA,SPOKANE AGENCY,FORD,001335,2021/04/17 07:10:00+00,2021/07/15 05:35:32+00,17.9734193,2021,Human,782922.1841145,3558.46004331047
934,WASES,WA DNR - SE REGION,CHAMPION,000317,2021/07/09 04:31:13+00,2021/07/13 05:19:58+00,6.73614526,2021,Undetermined,293426.4812465,2515.79050987778
935,WASPD,SPOKANE BLM,WHITEHALL ROAD,000327,2021/07/09 11:17:00+00,2021/07/14 03:28:41+00,867.44450637,2021,Natural,37785881.775664,54125.7361040049
936,WASPD,SPOKANE BLM,POTHOLES,000352,2021/07/12 21:25:00+00,2021/07/13 05:41:37+00,0.50769964,2021,Undetermined,22115.410723,548.399585962586
937,WAOWF,OKAN-WEN NF,CEDAR CREEK,000320,2021/07/09 06:48:00+00,2021/08/24 02:32:25+00,55235.01439195,2021,Natural,2406037229.07189,577472.74281596
938,WACOA,COLVILLE AGENCY,Chuweah Creek Fire,200084,2021/07/13 09:00:00+00,2021/11/09 06:17:30+00,36752.93132385,2021,Natural,1600957692.61877,314661.567108758
939,WAOWF,OKAN-WEN NF,DELANCY,000349,2021/07/12 01:16:00+00,2021/08/24 02:32:25+00,223.06613768,2021,Undetermined,9716760.897866,25033.0699766579
940,WASES,WA DNR - SE REGION,WILSON CREEK,000301,2021/07/05 09:04:34+00,2021/07/14 23:38:50+00,37.66283798,2021,Undetermined,1640593.3785735,5879.68851802619
941,WAMSF,MT. BAKER-SNOQ NF,North Fork,000129,2021/06/27 04:00:00+00,2021/07/15 00:22:15+00,0.18621113,2021,Human,8111.3378645,403.887721629114
942,WASES,WA DNR - SE REGION,LYLE HILL,000354,2021/07/13 09:31:00+00,2021/12/14 03:37:14+00,133.70289672,2021,Undetermined,5824097.5722165,13193.0018706819
943,WACOA,COLVILLE AGENCY,Summit Trail,200087,2021/07/13 12:34:00+00,2021/09/14 20:05:04+00,49594.77259398,2021,Natural,2160348295.3821,677466.495362829
944,WASES,WA DNR - SE REGION,RED APPLE,000360,2021/07/14 09:02:00+00,2021/07/19 05:42:35+00,12280.08754752,2021,Undetermined,534920613.006809,188338.215246491
945,WANES,WA DNR - NE REGION,CUB CREEK 2,000373,2021/07/17 03:27:00+00,2021/09/11 04:08:51+00,70247.69859849,2021,Human,3059989747.41842,856554.325710913
946,WANES,WA DNR - NE REGION,GRANDVIEW POINT,002071,2021/07/16 04:10:00+00,2021/12/29 07:14:57+00,1.79572713,2021,Human,78221.9168585,1276.59820427287
947,WASPD,SPOKANE BLM,SELAH BUTTE,000372,2021/07/17 01:22:00+00,2021/07/20 01:25:02+00,6.87104447,2021,Undetermined,299302.7015155,2484.55118582953
948,WASPD,SPOKANE BLM,CROW BUTTE,000383,2021/07/20 18:05:00+00,2021/10/21 01:23:09+00,51.86631569,2021,Undetermined,2259296.746047,8243.95481283439
949,WAWFS,WA FIRE SERVICE,STEPTOE CANYON,002129,2021/07/22 21:23:00+00,2021/07/25 06:13:12+00,2607.90476572,2021,Undetermined,113600330.48413,52260.4016690883
950,WASPD,SPOKANE BLM,NORTHRUP,002134,2021/07/23 07:42:00+00,2021/07/25 05:03:18+00,247.73445092,2021,Human,10791312.508831,23617.7346334671
951,WANES,WA DNR - NE REGION,SPRUCE CANYON,002141,2021/07/24 04:02:00+00,2021/12/29 07:20:59+00,128.89138058,2021,Human,5614508.61201,24475.4786392988
952,WANES,WA DNR - NE REGION,WOLFE CAMP,001246,2021/04/07 01:09:00+00,2021/12/09 07:36:49+00,37.67633268,2021,Human,1641181.4365655,7295.98067415266
953,WANES,WA DNR - NE REGION,DOUBLE J,002642,2021/09/22 02:42:00+00,2021/10/20 04:17:34+00,162.21407034,2021,Human,7066045.086354,15049.576476865
954,WANES,WA DNR - NE REGION,LANDEN,001312,2021/04/16 05:09:10+00,2021/12/04 05:34:15+00,31.61828295,2021,Human,1377292.428837,7742.09176932686
955,WACOF,COLVILLE NF,SEVENTEENMILE MOUNTAIN,002295,2021/08/04 23:54:17+00,2021/10/20 04:57:45+00,0.31853974,2021,Natural,13875.613498,454.996329315947
956,WACOF,COLVILLE NF,BEAR TRAP,002321,2021/08/05 05:06:19+00,2021/10/20 05:15:53+00,0.66028248,2021,Natural,28761.866811,633.601418958061
957,WANES,WA DNR - NE REGION,DAVIES,001242,2021/04/06 01:47:48+00,2021/12/04 02:08:36+00,12.41076422,2021,Human,540613.072912,3781.26401431924
958,WANES,WA DNR - NE REGION,LUMEN WAY,001187,2021/03/28 08:19:00+00,2021/12/09 05:32:44+00,50.24972396,2021,Human,2188877.897032,7520.64539857242
959,WANES,WA DNR - NE REGION,SNOWSHOE,001410,2021/04/20 05:08:00+00,2021/11/02 04:58:18+00,18.76300162,2021,Human,817316.242428,5320.71678989556
960,WASPD,SPOKANE BLM,FIDESCO,000633,2021/11/09 00:51:00+00,2021/11/11 01:02:48+00,0.93901937,2021,Undetermined,40903.6620655,1068.14227838727
961,WAKAT,UNKNOWN,TURTLE,001225,2021/04/03 08:04:00+00,2021/11/11 06:39:31+00,18.19878167,2021,Human,792738.8360075,7069.07189673501
962,WASPD,SPOKANE BLM,SMITH LAKE,000465,2021/08/05 07:03:00+00,2021/11/18 00:50:06+00,189.28471343,2021,Undetermined,8245242.180018,14519.7537894252
963,WASPD,SPOKANE BLM,MCBEE GRADE,000368,2021/07/16 04:28:00+00,2021/11/19 06:28:15+00,87.67977386,2021,Undetermined,3819330.234142,11925.1763909292
964,WASPD,SPOKANE BLM,DELTA,000079,2021/04/29 03:59:00+00,2021/11/20 02:44:59+00,207.9980794,2021,Human,9060396.710723,17315.8144987964
965,WANES,WA DNR - NE REGION,SOUTH DEETER,001344,2021/04/18 02:11:57+00,2021/12/16 04:45:41+00,16.18019302,2021,Human,704809.2898545,4482.06036004486
966,ORCGF,COLUMBIA RG NSA,RAILROAD,000858,2021/08/18 02:59:00+00,2021/12/14 06:07:36+00,48.5001138,2021,Human,2112664.9456075,11160.0347666653
967,ORCGF,COLUMBIA RG NSA,BLUFF,000572,2021/07/17 09:00:00+00,2021/12/14 06:00:45+00,0.35230782,2021,Undetermined,15346.5349115,941.75417285802
968,WAYAA,BIA - YAKIMA,SPEARFISH,000047,2021/07/16 04:30:00+00,2021/12/11 08:18:58+00,42.00019064,2021,Undetermined,1829528.0545455,5923.94833765913
969,WANES,WA DNR - NE REGION,NORTH PINE,001909,2021/07/05 08:06:53+00,2021/12/11 01:03:53+00,2.02199687,2021,Human,88078.273069,1445.37187449611
970,ORCGF,COLUMBIA RG NSA,HELLS GATE CANYON,000421,2021/07/02 03:29:00+00,2021/12/14 08:02:35+00,270.88466376,2021,Human,11799734.958469,16164.8943693956
971,WANES,WA DNR - NE REGION,SPRING CANYON,001802,2021/06/26 06:30:00+00,2021/12/17 07:59:24+00,12.03747751,2021,Human,524352.538147,3914.92097786762
972,WANES,WA DNR - NE REGION,ALLEN,001265,2021/04/12 07:39:20+00,2021/12/16 03:54:53+00,11.83825493,2021,Human,515674.535253,3727.54408508096
973,WANES,WA DNR - NE REGION,HAWK CREEK,001330,2021/04/17 04:09:00+00,2021/12/16 08:16:46+00,17.51188214,2021,Human,762817.67218,7514.67105516953
974,WANES,WA DNR - NE REGION,CRAIG,002175,2021/07/27 02:30:00+00,2021/12/21 03:21:41+00,93.77793465,2021,Human,4084966.612461,10708.4809789022
975,WANES,WA DNR - NE REGION,RAMBO,001656,2021/06/06 05:59:47+00,2021/12/17 00:53:43+00,48.11522497,2021,Human,2095899.21506,7698.73881357257
976,WANES,WA DNR - NE REGION,SHORE ACRES,001642,2021/06/05 03:51:00+00,2021/12/17 00:54:43+00,11.30628485,2021,Human,492501.7694795,4412.91693884101
977,WANES,WA DNR - NE REGION,CORKSCREW,001884,2021/07/04 05:50:00+00,2021/12/17 08:27:45+00,41.77823633,2021,Human,1819859.82368,7139.44278166815
978,WANES,WA DNR - NE REGION,WEBB,001940,2021/07/07 01:40:00+00,2021/12/21 00:54:50+00,29.13130288,2021,Human,1268959.688822,6078.69871474748
979,WANES,WA DNR - NE REGION,BELMONT,001294,2021/04/15 03:47:59+00,2021/12/24 01:02:09+00,2.56706968,2021,Human,111821.616699,2308.81987465594
980,WANES,WA DNR - NE REGION,HORSE HAVEN,001594,2021/05/28 00:29:31+00,2021/12/18 07:06:25+00,12.24801891,2021,Human,533523.742337,4800.13786664543
981,WANES,WA DNR - NE REGION,EAST BRADSHAW,002144,2021/07/24 05:25:00+00,2021/12/24 01:03:53+00,48.17237246,2021,Human,2098388.3837065,7741.54583710895
982,WANES,WA DNR - NE REGION,B AND O,002607,2021/09/14 04:32:45+00,2021/12/23 05:36:11+00,1.96039778,2021,Human,85394.8806815,1338.05626683684
983,WANES,WA DNR - NE REGION,SOUTH FORK,002323,2021/08/05 05:27:04+00,2021/12/24 03:16:56+00,0.06275673,2021,Natural,2733.690032,207.750313494891
984,WANES,WA DNR - NE REGION,CURLEW LAKE ,002390,2021/08/09 04:00:23+00,2021/12/24 03:22:40+00,0.1195958,2021,Human,5209.5652615,287.89569796381
985,WANES,WA DNR - NE REGION,KLONDIKE CAR,002340,2021/08/05 23:04:13+00,2021/12/24 03:20:32+00,0.08545785,2021,Human,3722.584866,256.964809821948
986,WANES,WA DNR - NE REGION,LIME FIELDS ,002484,2021/07/17 01:00:00+00,2021/12/29 07:37:22+00,0.11942556,2021,Human,5202.191499,328.867466026818
987,WANES,WA DNR - NE REGION,FIVE MILE STRIKE,002251,2021/08/04 11:16:12+00,2021/12/28 06:11:20+00,0.10502777,2021,Natural,4575.0155505,260.245082663117
988,WANES,WA DNR - NE REGION,FRISCO DUMP,002601,2021/09/13 02:27:03+00,2021/12/29 07:40:25+00,0.11356639,2021,Human,4946.9426925,320.978876811805
989,WANES,WA DNR - NE REGION,ROSKAM,002612,2021/09/15 05:11:00+00,2021/12/29 07:41:48+00,22.9643947,2021,Human,1000328.975271,5278.9922224975
990,WANES,WA DNR - NE REGION,NORTH CUSTOMS,001428,2021/04/22 03:51:26+00,2022/01/05 05:00:58+00,0.18099694,2021,Human,7884.193413,381.99159380949
991,WANES,WA DNR - NE REGION,SWANSON MILL,002580,2021/09/07 08:02:57+00,,0.31256875,2021,Human,13615.451679,450.736511660808
992,WANES,WA DNR - NE REGION,PORCUPINE,002711,2021/10/07 03:36:54+00,2022/01/05 05:26:10+00,0.17948821,2021,Human,7818.518544,407.225344115547
1281,WACCC, ,PULLEN CREEK,000256,2022/11/19 08:00:00+00,2022/12/28 08:00:00+00,19.5,2022,UNKOWN,849800.0422875,5083.10329021544
1282,WAPSC,USFS,BOLT CREEK,000150,2022/09/10 07:00:00+00,2022/09/12 07:00:00+00,14820.54425755,2022,Human,645741995.53589,467049.690696076
1283,WAPSC,USFS,Suiattle River,000334,2022/08/30 07:00:00+00,2022/09/01 07:00:00+00,4272,2022,Natural,186213889.315313,133304.299656367
1284,WAPSC,USFS,Boulder Lake,000304,2022/08/25 07:00:00+00,2022/08/27 07:00:00+00,2316.53570166,2022,Natural,100985590.921412,143592.036163
1285,WAPSC, ,SUNSET,000108,2022/08/28 07:00:00+00,2022/09/03 07:00:00+00,1,2022,UNKOWN,140658.998892,1952.70133794526
1286,WAYAC,BIA,WEST SATUS FIRE,000049,2022/07/19 07:00:00+00,2022/07/21 07:00:00+00,1,2022,UNKOWN,4370.36781,301.090525753763
1287,WAYAC,BIA,1720 WESLEY RD,000028,2022/07/03 07:00:00+00,2022/07/05 07:00:00+00,1,2022,UNKOWN,255084.9896335,2787.49396541621
1288,WANEC, ,WAGNER ROAD,001642,2022/08/18 07:00:00+00,2022/12/08 08:00:00+00,7589,2022,UNKOWN,330522630.091576,118046.961357286
1289,WAYAC,BIA,1670 E. WAPATO RD,000021,2022/06/26 07:00:00+00,2022/06/28 07:00:00+00,1,2022,UNKOWN,5585.951412,363.061455808427
1290,WAYAC,BIA,LARUE & DIVISION,000048,2022/07/19 07:00:00+00,2022/07/21 07:00:00+00,1,2022,UNKOWN,872.6702385,126.624231363644
1291,WAYAC,BIA,COBURN LOOP 1,000009,2022/05/06 07:00:00+00,2022/05/08 07:00:00+00,1,2022,UNKOWN,1196.395213,202.017711525565
1292,WAPSC, ,BAKER ROAD,000198,2022/10/06 07:00:00+00,2022/10/21 07:00:00+00,1,2022,UNKOWN,18884.23472,831.747174893968
1293,WANEC, ,Riparia,020205,2022/08/05 07:00:00+00,2022/08/07 07:00:00+00,5682.0037834,2022,UNKOWN,247464914.274282,102018.493972365
1294,WAPSC, ,F AND S,000076,2022/08/14 07:00:00+00,2022/08/18 07:00:00+00,1.5,2022,UNKOWN,43626.838597,1219.93747015982
1295,WAYAC,BIA,301 E. PROGRESSIVE,000022,2022/06/27 07:00:00+00,2022/06/29 07:00:00+00,1,2022,UNKOWN,18471.5789885,583.702141680078
1296,WAYAC,BIA,700 BLOCK E. WAPATO,000046,2022/07/16 07:00:00+00,2022/07/18 07:00:00+00,1,2022,UNKOWN,14238.749932,481.670546956715
1297,WAYAC,BIA,BIRCH & CURTIS,000045,2022/07/15 07:00:00+00,2022/07/17 07:00:00+00,1,2022,UNKOWN,211.93896,74.1987742332832
1298,WAPSC, ,ALDER VIEW,000173,2022/09/21 07:00:00+00,2022/09/22 07:00:00+00,1,2022,UNKOWN,7232.193984,357.645391022845
1299,WACWC, ,ROCK ISLAND DAM,000545,2022/10/08 07:00:00+00,2022/10/15 07:00:00+00,81.78725232,2022,UNKOWN,3562635.1934175,10681.1573430323
1300,WACWC,DNR,MELOY SADDLE,000584,2022/10/30 07:00:00+00,2022/11/04 07:00:00+00,17.53456673,2022,UNKOWN,763681.248169,5439.10221948255
1301,WACWC,DNR,NILLES,000240,2022/07/26 07:00:00+00,2022/08/24 07:00:00+00,590.489971,2022,UNKOWN,25732803.166045,24496.4659414449
1302,WAPSC, ,EVERSON BLACKBERRY,000139,2022/09/07 07:00:00+00,2022/09/12 07:00:00+00,1,2022,UNKOWN,51538.2392175,1007.65013830017
1303,WAPSC,USFS,Lake Toketie,000312,2022/08/25 07:00:00+00,2022/10/31 07:00:00+00,745.33,2022,Natural,32491867.5547905,63796.7939468992
1304,WAPSC, ,ELDERBERRY,000155,2022/08/26 07:00:00+00,2022/09/24 07:00:00+00,15.0036263,2022,UNKOWN,653453.4227655,4669.51206353427
1305,WAYAC,BIA,1801 W. GILBERT RD.,000008,2022/04/30 07:00:00+00,2022/05/02 07:00:00+00,1,2022,UNKOWN,7157.690814,418.514599712846
1306,WAYAC,BIA,CAMPBELL,000051,2022/07/20 07:00:00+00,2022/07/22 07:00:00+00,1,2022,UNKOWN,19486.112528,714.808893870977
1307,WAYAC,BIA,700 BLOCK E. WAPATO 2,000052,2022/07/20 07:00:00+00,2022/07/22 07:00:00+00,1,2022,UNKOWN,11831.9579465,465.026521810247
1308,WANEC,DNR,NORTH FORK,001744,2022/08/25 07:00:00+00,2022/11/29 08:00:00+00,24,2022,Natural,1056384.8490745,9657.95173534884
1309,WAPSC, ,ALDRICH,000223,2022/11/18 08:00:00+00,2022/11/22 08:00:00+00,1,2022,UNKOWN,252552.5994595,2682.36130773326
1310,ORBMC, ,Blankenship,020364,2022/08/24 07:00:00+00,2022/08/26 07:00:00+00,83.58390709,2022,UNKOWN,3640326.3512065,10835.6142539412
1311,WACWC, ,VAN AUSDLE,001161,2022/07/29 07:00:00+00,2022/07/31 07:00:00+00,843.48349726,2022,Human,36737941.5232785,36070.120142208
1312,WACWC, ,BOHOSKEY,000171,2022/07/08 07:00:00+00,2022/07/08 07:00:00+00,81.3098823,2022,UNKOWN,3541242.834339,13064.1745792611
1313,WAYAC,BIA,325 ROCKY FORD RD,000005,2022/04/07 07:00:00+00,2022/04/09 07:00:00+00,1,2022,UNKOWN,281222.9728575,2982.45833067933
1314,WAYAC,BIA,RENEGADE,000011,2022/06/02 07:00:00+00,2022/06/04 07:00:00+00,1,2022,UNKOWN,354966.6823175,3962.30403076788
1315,WAYAC,BIA,POISEL BUTTE,000044,2022/07/13 07:00:00+00,2022/07/15 07:00:00+00,21.39042679,2022,UNKOWN,931637.7525255,5551.86302061656
1316,WANEC, ,MILLER ROAD,001582,2022/08/12 07:00:00+00,2022/08/14 07:00:00+00,156,2022,UNKOWN,6780934.26704,13909.9914808695
1317,WAYAC,BIA,DONALD FIRE,000054,2022/07/23 07:00:00+00,2022/07/25 07:00:00+00,1,2022,UNKOWN,64903.6684295,1064.12315322569
1318,WACWC,DNR,CANYON ROAD,000320,2022/08/11 07:00:00+00,2022/08/13 07:00:00+00,1033.23521546,2022,UNKOWN,45001868.1584075,52960.1963552064
1319,WACWC,USFS,REECER CREEK,000252,2022/07/30 07:00:00+00,2022/08/18 07:00:00+00,20.79805302,2022,UNKOWN,905900.3232535,4905.39335214125
1320,WACWC,USFS,BUCK CREEK,000330,2022/08/12 07:00:00+00,2022/10/25 07:00:00+00,3.10887562,2022,Natural,135499.040347,2408.38191396305
1321,WACWC,USFS,HENDERSON SPRING,000476,2022/09/09 07:00:00+00,2022/09/11 07:00:00+00,647,2022,UNKOWN,28202848.0233145,28319.7436013189
1322,WACCC,DNR,BLACK HOLE,000234,2022/10/16 07:00:00+00,2022/10/18 07:00:00+00,557.9903549,2022,UNKOWN,24304617.249866,38295.6284069162
1323,WACCC,USFS,KALAMA,001028,2022/09/01 07:00:00+00,2022/09/03 07:00:00+00,497,2022,UNKOWN,21658703.424874,29696.1499482031
1324,WANEC, ,LIND,001497,2022/08/04 07:00:00+00,2022/08/06 07:00:00+00,2286.25951932,2022,UNKOWN,99576133.4697685,111165.350567537
1325,WAYAC,BIA,743 YOST RD,000058,2022/07/29 07:00:00+00,2022/07/31 07:00:00+00,1,2022,UNKOWN,20208.475475,569.13521760453
1326,WAYAC,BIA,3750 BROWNSTOWN RD,000053,2022/07/23 07:00:00+00,2022/07/25 07:00:00+00,1,2022,UNKOWN,393281.3422405,2613.73298528372
1327,WAYAC,BIA,1791 WESLEY RD.,000006,2022/04/18 07:00:00+00,2022/04/20 07:00:00+00,1,2022,UNKOWN,48.5588405,30.0758573039483
1328,WAPSC, ,S Skagit,000002,2022/05/28 07:00:00+00,2022/05/30 07:00:00+00,1,2022,UNKOWN,419.9010615,217.939296290224
1329,WAPSC, ,CHINOOK,000247,2022/11/15 08:00:00+00,2022/11/17 08:00:00+00,120,2022,Human,5208184.8000525,13948.2837697648
1330,WAYAC,BIA,S. WAPATO HOP FIRE,000024,2022/06/29 07:00:00+00,2022/07/01 07:00:00+00,1,2022,UNKOWN,766.381033,124.244195257164
1331,WACWC,FWS,OSULLIVAN,000452,2022/09/03 07:00:00+00,2022/09/19 07:00:00+00,47.86920472,2022,UNKOWN,2084916.8906655,8410.53652017412
1332,WACCC,USFS,SUNSET,001359,2022/10/16 07:00:00+00,2022/10/18 07:00:00+00,277,2022,UNKOWN,12054582.557119,18944.2024830731
1333,WAYAC,BIA,5200 KAYS RD,000060,2022/07/30 07:00:00+00,2022/08/01 07:00:00+00,68.03220699,2022,UNKOWN,2962976.4785175,9384.08933719736
1334,WAPSC, ,534,000136,2022/09/06 07:00:00+00,2022/09/08 07:00:00+00,1.75,2022,UNKOWN,43925.5061975,977.912104223536
1335,WAYAC,BIA,PEARNE RD 2,000111,2022/10/13 07:00:00+00,2022/10/15 07:00:00+00,10.99209574,2022,UNKOWN,478735.5728065,3443.38873376131
1336,WAPSC, ,188TH ST,000080,2022/08/17 07:00:00+00,2022/08/20 07:00:00+00,1.1,2022,UNKOWN,48620.905555,1180.87105119286
1337,WAYAC,BIA,62ND & MEADOWBROOK,000036,2022/07/05 07:00:00+00,2022/07/07 07:00:00+00,1,2022,UNKOWN,720.9728325,157.518531054056
1338,WAPSC,BIA,126th St NW Fire,000001,2022/05/24 07:00:00+00,2022/05/26 07:00:00+00,2.57,2022,UNKOWN,112813.008266,1540.14891342202
1339,WAPSC,NPS,Chilliwack Complex,000339,2022/09/01 07:00:00+00,2022/09/03 07:00:00+00,660.35437573,2022,UNKOWN,28808955.275511,44605.1055997767
1340,WAYAC,BIA,MCKINLEY HAY FIELD,000069,2022/08/05 07:00:00+00,2022/08/07 07:00:00+00,1,2022,UNKOWN,55252.1210395,977.320042479477
1341,WAYAC,BIA,WESLEY,000055,2022/07/23 07:00:00+00,2022/07/25 07:00:00+00,1,2022,UNKOWN,190568.9661075,1828.22095791293
